57.6132335477	83.9051707998
51.2743918205	82.8179829379
50.7538984114	76.7541289533
37.0211840116	81.954469997
42.8817550897	80.1847700514
37.1557104777	84.9541114129
38.7318581261	83.7893564281
31.0005254108	82.5794805962
25.9854996226	74.3493875478
23.7145662909	75.0980490792
23.077319507	71.7205396747
24.9391368744	72.5802858084
17.8934987136	71.1096873431
23.6730818572	64.8708391385
23.7490719056	63.557171895
32.2151786343	65.6009580191
29.4368412489	67.5545281141
40.0500951983	71.8890335708
37.5747950188	69.9887444412
49.3104686263	67.1687603206
47.3480185524	72.5916115408
50.157414434	71.1617258246
58.2100082697	68.0445380719
56.6089076561	70.4089460888
52.8338205303	72.5518862725
61.8185854576	76.1128240228
61.7276334143	77.0692384058
62.1922520815	76.1568192103
58.1187658587	73.1189614684
58.2704123843	35.5968950425
59.7665303129	32.6212516009
52.5355347207	27.1741229419
50.8925215809	29.1452839382
49.9675511775	28.4602033343
51.3478832298	27.3642602259
37.5551162883	24.5376638386
39.1995941778	23.6804956588
36.3827221955	25.2380052325
41.1006943822	26.5526132161
28.2178118248	28.2802924847
33.7970720433	28.6997507433
43.9193873055	27.7978445882
44.4164011084	28.9476923345
28.0376027706	26.8038243613
31.6895761296	26.6664002089
27.2796128523	19.2572809685
31.2218783581	26.4408557812
33.5458051034	20.0807081014
39.7363306065	23.4948069772
42.8418426525	20.3339004396
47.0937298879	26.9934706312
51.4536583539	26.0229417521
49.3677068167	22.005580703
48.2534809736	29.2708555331
61.0029597643	30.0153144324
60.8065608049	27.8683134861
59.0674270249	26.7882840217
61.4146337175	31.0393750583
68.9343694692	31.6198930866
63.0652438592	34.2357465852
72.2725228706	67.6444437851
75.3598819664	75.4216145799
72.8336258709	72.1146938095
70.8104148392	79.3504618327
45.8019347617	81.6582677456
45.835020171	82.7425919919
40.0788064496	80.2471852579
51.9829247003	82.2043834675
57.337906053	84.9995188696
62.3362327624	83.2465678988
58.5059100905	81.7455863409
56.2479351377	83.513949493
55.4065208295	80.2666719669
53.2839688423	84.2635992213
44.6767615455	80.2382855483
30.0112642472	68.1467563743
29.7452539206	74.4045268347
37.3099483549	72.5861552003
61.1359469093	82.5375693646
61.7206191907	85.7056934492
63.6093798555	83.3600288362
70.7237162322	87.1522075165
75.0063926418	82.4258351563
75.0925497814	83.4373907092
70.3279291834	82.0293546968
70.8633308324	79.4081747457
75.7799048195	79.8861994199
78.0936590733	77.759558184
76.7457612243	71.9733600919
78.4646034437	69.7493008209
76.7456848486	70.0440572588
85.161682187	65.5124047088
91.8083525691	34.9655944844
91.8874485924	34.7692538555
92.2484016622	32.3771544295
91.782532741	34.3842946521
96.0805193672	28.0536005018
92.2478988278	28.0707514904
57.662276619	24.0606079328
59.8469248931	26.1777124879
64.0670962137	27.7765005568
60.9815013975	23.9342981582
59.9670579092	26.8025832185
62.7074541119	21.9955085787
69.1952352018	22.709792166
65.5923626471	20.6941731019
64.6170985343	22.4431455531
59.191159132	17.767901807
55.8396313724	21.6185696663
59.0007586238	21.1710074885
56.4593711284	25.1445642082
52.3581053558	19.4170541222
51.8116637782	17.0334945954
54.222845621	19.503665544
49.0187553996	23.4892740197
35.6535812004	17.5145080595
46.965785757	16.7892016247
49.5842392555	16.7579160147
51.8562999655	21.969084007
55.9528886329	16.7897576048
51.6637862607	19.9251251977
45.8596693166	17.1289036754
39.7403795202	18.7410514146
52.8112216438	17.8549881176
56.7891043639	17.3061155207
54.1145317806	17.6735343896
55.571119732	17.369574581
65.3064624975	18.1973548277
66.9907491546	17.2228706509
72.1567189391	16.8142747914
70.9805804021	17.15575228
72.2220822073	19.3692816955
79.7001583481	20.740218365
64.2491606461	14.9139624607
66.9432914334	20.1891325034
66.9416766634	18.2435093914
39.6482666468	22.7313663718
37.9497836858	26.5217492344
86.5043905611	34.8940252874
50.8154853559	78.950838805
51.1834666638	85.1288546497
40.8638552293	82.9261452983
