50.4815081703	93.2227013657
50.2824056687	97.6099835723
50.1867033389	99.6946801425
50.3269108629	90.0220534916
50.4562073315	89.9874101286
30.4648469308	82.0892320845
30.5015964737	82.3071263462
30.489569227	77.7298801366
30.45024833	79.8348944011
30.5183947985	68.2525829388
30.5116612138	66.0937181831
30.4980777147	62.3849850338
30.6202277519	60.8600821544
30.4921854231	55.8789168923
30.474634333	52.3221596388
30.500998079	48.0696996767
30.4944213623	45.7734755346
30.4995445502	49.3820997506
50.144392979	47.0142836417
49.9128985877	55.5878389121
50.3374274859	57.9553142818
50.4189791992	60.5249117346
50.2052589714	57.9242171676
50.4353151633	56.4393224734
69.5057889042	59.2849248279
69.5340709833	64.8929773346
69.5101069302	61.3296244282
69.5263228876	56.9952791254
49.9472399619	48.2295767261
50.0631041291	58.085037556
50.489902373	39.2054119682
49.6888638379	42.018514414
50.3334811097	43.588671479
50.4467514196	57.2305889423
50.4209091963	43.3479568967
50.3740520508	32.9182406167
30.4768299051	39.4246055913
30.5034743497	38.3485561381
30.5048349283	28.7714879939
30.4622184647	32.7504720275
30.491302622	43.5613740753
30.449653838	44.9951230008
30.4859942157	47.3479464653
30.5020767935	36.4412129198
30.4780588886	28.020580489
30.5011608787	38.3141385582
30.5047730174	26.4166256707
30.509115326	22.8255471196
50.1156321728	16.6940065479
50.4483013392	21.6402564599
50.17317743	29.177864393
49.9227419194	38.4404729124
50.3112993746	26.8604882737
50.3994096114	38.9638389234
50.3373626448	40.913386144
50.2023180965	47.2129480045
50.2749326091	49.6234993439
69.4943803061	52.6124107059
69.5193397556	47.384533707
69.5291826079	57.8412666804
69.495755496	58.785073162
69.199057706	60.4189573202
69.5510914402	58.4010982686
69.5066843151	68.0844667893
50.4441175504	75.0132995059
50.4672293846	90.281464505
50.210881979	80.9417717084
50.205406955	90.6405359009
50.4382906648	92.3547602661
50.3735188462	82.2192057218
50.253683689	81.7438287242
50.2504708592	71.9513852104
50.0870583609	73.9518736268
50.2310718829	80.6473870602
50.2077411201	73.1145035177
30.4995061735	53.6125276703
30.5203612407	65.1004090686
30.4549558873	63.5017787814
50.4164772292	97.2696919618
69.5250693831	93.5980502089
69.5202566002	97.1938760167
69.4989700668	92.1204899292
69.5286156637	91.6220882409
69.4997669273	84.47968329
69.5038013697	81.8154056166
69.4875893963	81.8359875567
69.5191157281	71.1159672213
69.5043762947	70.4934438205
69.5125730109	61.497563947
89.4942005622	62.2343269676
89.5001240511	53.2163306165
89.490246254	48.890796551
89.49778562	46.6299066746
89.5048511306	48.4234081578
89.5010526463	43.3473436951
89.4888412549	40.6250912209
89.5016235276	45.8151791904
89.497529662	33.901372671
50.4390920216	37.670771798
50.179850128	36.8075593352
69.5050706711	33.7401525035
69.5798670452	21.9352367455
69.5064719492	22.7286628748
69.4994788728	16.3374699821
69.500264751	27.1360239942
69.5041565157	23.6689181006
69.5322795847	21.8509008151
69.5001114942	11.7916260054
69.5048154243	15.6143582625
69.5034745234	17.1690897689
50.3774019862	16.5060150613
50.3394254813	18.7234506861
50.0936501016	11.6077134241
49.9341271714	22.2561397401
50.2888186122	13.436410466
50.2879944267	12.8722822086
50.2347207	20.4044729196
50.2797016367	15.608737571
50.2530067222	11.3020842468
50.4741411162	12.4619966676
50.1084399725	18.2590443442
49.919058249	3.7168538855
50.0836645085	10.2358819024
50.3522608355	12.4686005273
50.4975722411	7.40962523419
50.0163058346	16.2536847911
50.4682212165	13.3567024555
69.5506789842	9.03298756904
69.5186727475	15.1804864298
69.5034574098	16.8783132661
69.4994868291	10.2078266798
69.5275296829	9.99229666551
69.5190952617	11.4226857018
69.5618994268	15.9998037858
69.5010445197	5.95583353945
69.524635976	2.73476016988
30.4995937106	26.0855615691
30.487391709	19.7794703733
89.5001804719	31.9789174357
50.4102716314	98.6283694405
50.3259243927	94.9946308528
50.1040315041	95.0885380179
