38.3377571839	92.472719051
35.7518707905	94.1167680276
32.7672179591	88.5182945794
33.7296067755	88.622265789
37.238249327	83.7249284144
36.0271982243	82.0407806505
39.2392807768	79.2637238398
39.7845249391	82.2605658962
35.1660293896	84.1564919839
40.622115916	78.5421042089
39.181907086	79.8190371976
42.4308889944	75.1336346406
43.0812558617	75.3467016413
44.3607194344	70.4742070546
44.3247788435	71.0459044019
47.552160202	66.4604037217
48.6649246215	64.9610049438
46.280631958	68.0284231525
50.5632444849	62.6238279659
52.6309642318	59.9639357915
54.6362064446	57.4938424367
51.346027139	61.6005530364
57.134855354	53.8779658045
54.1712415737	58.0598078952
50.9423823071	62.0973939351
66.512924456	59.0712818478
64.3979095023	56.1748754008
68.686593294	62.2373439902
65.0277937057	57.0962573525
53.3045031712	40.883844549
52.9451780881	40.3846256942
45.225738199	30.5552259226
50.8433046202	37.7446280981
49.6592939398	36.273442735
47.1427889348	32.0250641734
41.2700565259	21.7218171465
47.1301271555	31.3099029222
40.9159715783	23.5415923929
38.6601639737	21.6895496369
42.6125508262	24.195053774
41.2090395008	24.1287091891
50.6492211499	37.4837907435
52.1319019406	39.3646020815
39.7972712705	16.083549649
43.5498814807	24.3072109395
36.7146633371	17.3818098572
37.2246101278	17.9800644828
40.5124478537	22.9622145725
40.2220627884	20.6146217044
44.1249612057	23.3662452858
42.3462616039	24.5583269437
44.1890843708	28.772625473
45.8142453101	31.056979672
46.6431192691	31.4072190618
52.1898883047	39.3677964938
51.1003173587	38.095699984
65.4008341477	42.6140320392
64.8520398267	43.1337348404
63.4038060118	44.847493688
65.3715488709	42.6959713164
61.9080397046	53.1903520694
71.8266529973	65.6862303604
72.6546231621	66.8782776113
76.8885781632	72.1654720777
43.7446196844	71.2679610751
39.0542484428	83.1190207043
39.9316746322	79.9391880033
39.762826107	76.4059674459
41.323383287	80.2118685969
41.7873232275	83.9880779935
39.7556490651	79.6570966361
40.7498793985	77.204657286
43.8568984983	77.6098436482
42.3678224956	73.6382718294
39.4629598364	78.459973898
44.5173339492	70.3693498252
41.6360929963	76.2492229205
45.4229321817	69.0955016709
42.0028562742	97.8376147235
76.1056290282	95.3049805754
79.2025626772	92.4072156264
84.8482440854	95.4248045304
81.5644753207	83.7929072262
85.4461864009	83.0782938448
80.3124913784	76.5162389518
80.7662322969	79.8960656796
82.6701124763	81.711479845
77.1636254828	73.5237189623
74.0707000309	68.4795642895
74.1142308687	71.9263635185
68.942075458	62.635150577
73.2420023309	67.3532711288
71.8670131631	34.3291575887
71.5691888532	34.699218607
71.4829096934	34.6805169926
78.1285220512	23.139231835
78.789825254	25.5971933466
77.7815467962	23.4472144745
48.5306293681	34.1524500077
65.5307814724	42.2810847015
70.1180341426	36.4481847905
70.4722626065	36.0880530553
76.7911300701	28.0720081685
72.4093545935	33.0392569664
76.271299815	25.5695441452
76.9532591384	27.7706107405
75.1077300904	30.0169834157
75.9692852004	29.0388653753
75.2838870131	24.8747531721
77.0522406385	27.9056390894
42.8267563374	25.5569594065
42.0806606852	24.9465264454
39.8783046498	18.3249292157
36.4754991726	17.7189477884
37.1030736419	15.4456116477
34.1489682077	13.5238698677
37.5794219113	15.0158901333
41.0643057894	12.2144689321
42.195266147	20.9193721857
36.6055782383	15.748875885
39.4311612098	19.3238407541
37.5620763361	11.9284457044
34.2381100444	13.7131582305
34.1409410386	4.57766135024
36.6592676972	17.6819644553
40.6437192795	20.2408613716
36.7924815919	13.3921347304
75.9483006427	22.7447959146
76.8406924717	20.9185472197
81.9504776395	19.8745582085
81.6437056853	16.5917599845
84.6102197758	14.2477619017
84.1028794336	8.98065579006
80.18002545	19.0888441297
80.5732729943	8.36563890168
79.0043268649	10.6281977654
40.0481864651	24.2614879334
34.7945935378	13.9696834611
79.221764441	22.0945914837
36.0308797708	93.1217332374
34.4995583102	86.6099850511
31.1068665551	89.4616352367
